fasta order,tip_labels,tip_labels_alt1,tip_labels_alt2,processid,detailed_species,species,info_group,info_group_species,BIN,region_NZ,Locality,Source_type,Genus,family,order,sampleid,GMYC_spec,country,region_public,,,,new_labels,,,,,,,,new_labels_subsets
241,NZPLR056_11|Trichocerca_similis,NZPLR056-11|Trichocerca_similis,NZPLR056-11_Trichocerca-similis_Chapel_Lake,NZPLR056-11,Trichocerca-similis,Trichocerca similis,Trichocerca,Trichocerca similis,BOLD:AAV7895,north island,Chapel Lake,DS-NZROT,Trichocerca,Trichocercidae,Ploima,NA,GMYC:3,NA,NA,italic(`,`)~(`,`),italic(`Trichocerca similis`)~(`BOLD:AAV7895`)~(`GMYC:3`)~(`north island`)~(`Chapel Lake`),(`,BOLD:AAV7895,`)~(`,GMYC:3,`)~(`,Chapel Lake,`),(`BOLD:AAV7895`)~(`GMYC:3`)~(`Chapel Lake`)
242,NZPLR058_11|Trichocerca_similis,NZPLR058-11|Trichocerca_similis,NZPLR058-11_Trichocerca-similis_Chapel_Lake,NZPLR058-11,Trichocerca-similis,Trichocerca similis,Trichocerca,Trichocerca similis,BOLD:AAV7895,north island,Chapel Lake,DS-NZROT,Trichocerca,Trichocercidae,Ploima,NA,GMYC:3,NA,NA,italic(`,`)~(`,`),italic(`Trichocerca similis`)~(`BOLD:AAV7895`)~(`GMYC:3`)~(`north island`)~(`Chapel Lake`),(`,BOLD:AAV7895,`)~(`,GMYC:3,`)~(`,Chapel Lake,`),(`BOLD:AAV7895`)~(`GMYC:3`)~(`Chapel Lake`)
243,NZPLR060_11|Trichocerca_similis,NZPLR060-11|Trichocerca_similis,NZPLR060-11_Trichocerca-similis_Chapel_Lake,NZPLR060-11,Trichocerca-similis,Trichocerca similis,Trichocerca,Trichocerca similis,BOLD:AAV7895,north island,Chapel Lake,DS-NZROT,Trichocerca,Trichocercidae,Ploima,NA,GMYC:3,NA,NA,italic(`,`)~(`,`),italic(`Trichocerca similis`)~(`BOLD:AAV7895`)~(`GMYC:3`)~(`north island`)~(`Chapel Lake`),(`,BOLD:AAV7895,`)~(`,GMYC:3,`)~(`,Chapel Lake,`),(`BOLD:AAV7895`)~(`GMYC:3`)~(`Chapel Lake`)
244,NZPLR068_11|Polyarthra_dolichoptera,NZPLR068-11|Polyarthra_dolichoptera,NZPLR068-11_Polyarthra-dolichoptera_Turtle_Lake,NZPLR068-11,Polyarthra-dolichoptera,Polyarthra dolichoptera,Polyarthra,Polyarthra dolichoptera,BOLD:AAZ5884,north island,Turtle Lake,DS-NZROT,Polyarthra,Synchaetidae,Ploima,NA,GMYC:33,NA,NA,italic(`,`)~(`,`),italic(`Polyarthra dolichoptera`)~(`BOLD:AAZ5884`)~(`GMYC:33`)~(`north island`)~(`Turtle Lake`),(`,BOLD:AAZ5884,`)~(`,GMYC:33,`)~(`,Turtle Lake,`),(`BOLD:AAZ5884`)~(`GMYC:33`)~(`Turtle Lake`)
245,NZPLR070_11|Polyarthra_dolichoptera,NZPLR070-11|Polyarthra_dolichoptera,NZPLR070-11_Polyarthra-dolichoptera_Turtle_Lake,NZPLR070-11,Polyarthra-dolichoptera,Polyarthra dolichoptera,Polyarthra,Polyarthra dolichoptera,BOLD:AAZ5884,north island,Turtle Lake,DS-NZROT,Polyarthra,Synchaetidae,Ploima,NA,GMYC:33,NA,NA,italic(`,`)~(`,`),italic(`Polyarthra dolichoptera`)~(`BOLD:AAZ5884`)~(`GMYC:33`)~(`north island`)~(`Turtle Lake`),(`,BOLD:AAZ5884,`)~(`,GMYC:33,`)~(`,Turtle Lake,`),(`BOLD:AAZ5884`)~(`GMYC:33`)~(`Turtle Lake`)
246,NZPLR071_11|Synchaeta_pectinata,NZPLR071-11|Synchaeta_pectinata,NZPLR071-11_Synchaeta-pectinata_Turtle_Lake,NZPLR071-11,Synchaeta-pectinata,Synchaeta pectinata,Synchaeta,Synchaeta pectinata,BOLD:AAW0345,north island,Turtle Lake,DS-NZROT,Synchaeta,Synchaetidae,Ploima,NA,GMYC:56,NA,NA,italic(`,`)~(`,`),italic(`Synchaeta pectinata`)~(`BOLD:AAW0345`)~(`GMYC:56`)~(`north island`)~(`Turtle Lake`),(`,BOLD:AAW0345,`)~(`,GMYC:56,`)~(`,Turtle Lake,`),(`BOLD:AAW0345`)~(`GMYC:56`)~(`Turtle Lake`)
247,NZPLR072_11|Synchaeta_pectinata,NZPLR072-11|Synchaeta_pectinata,NZPLR072-11_Synchaeta-pectinata_Turtle_Lake,NZPLR072-11,Synchaeta-pectinata,Synchaeta pectinata,Synchaeta,Synchaeta pectinata,BOLD:AAW0345,north island,Turtle Lake,DS-NZROT,Synchaeta,Synchaetidae,Ploima,NA,GMYC:56,NA,NA,italic(`,`)~(`,`),italic(`Synchaeta pectinata`)~(`BOLD:AAW0345`)~(`GMYC:56`)~(`north island`)~(`Turtle Lake`),(`,BOLD:AAW0345,`)~(`,GMYC:56,`)~(`,Turtle Lake,`),(`BOLD:AAW0345`)~(`GMYC:56`)~(`Turtle Lake`)
248,NZPLR074_11|Synchaeta_pectinata,NZPLR074-11|Synchaeta_pectinata,NZPLR074-11_Synchaeta-pectinata_Turtle_Lake,NZPLR074-11,Synchaeta-pectinata,Synchaeta pectinata,Synchaeta,Synchaeta pectinata,BOLD:AAW0345,north island,Turtle Lake,DS-NZROT,Synchaeta,Synchaetidae,Ploima,NA,GMYC:56,NA,NA,italic(`,`)~(`,`),italic(`Synchaeta pectinata`)~(`BOLD:AAW0345`)~(`GMYC:56`)~(`north island`)~(`Turtle Lake`),(`,BOLD:AAW0345,`)~(`,GMYC:56,`)~(`,Turtle Lake,`),(`BOLD:AAW0345`)~(`GMYC:56`)~(`Turtle Lake`)
249,NZPLR075_11|Keratella_tropica,NZPLR075-11|Keratella_tropica,NZPLR075-11_Keratella-tropica_Turtle_Lake,NZPLR075-11,Keratella-tropica,Keratella tropica,Keratella,Keratella tropica,BOLD:AAU3067,north island,Turtle Lake,DS-NZROT,Keratella,Brachionidae,Ploima,NA,GMYC:47,NA,NA,italic(`,`)~(`,`),italic(`Keratella tropica`)~(`BOLD:AAU3067`)~(`GMYC:47`)~(`north island`)~(`Turtle Lake`),(`,BOLD:AAU3067,`)~(`,GMYC:47,`)~(`,Turtle Lake,`),(`BOLD:AAU3067`)~(`GMYC:47`)~(`Turtle Lake`)
250,NZPLR076_11|Keratella_tropica,NZPLR076-11|Keratella_tropica,NZPLR076-11_Keratella-tropica_Turtle_Lake,NZPLR076-11,Keratella-tropica,Keratella tropica,Keratella,Keratella tropica,BOLD:AAU3067,north island,Turtle Lake,DS-NZROT,Keratella,Brachionidae,Ploima,NA,GMYC:47,NA,NA,italic(`,`)~(`,`),italic(`Keratella tropica`)~(`BOLD:AAU3067`)~(`GMYC:47`)~(`north island`)~(`Turtle Lake`),(`,BOLD:AAU3067,`)~(`,GMYC:47,`)~(`,Turtle Lake,`),(`BOLD:AAU3067`)~(`GMYC:47`)~(`Turtle Lake`)
251,NZPLR078_11|Keratella_cochlearis,NZPLR078-11|Keratella_cochlearis,NZPLR078-11_Keratella-cochlearis_Turtle_Lake,NZPLR078-11,Keratella-cochlearis,Keratella cochlearis,Keratella,Keratella cochlearis,BOLD:AAZ5138,north island,Turtle Lake,DS-NZROT,Keratella,Brachionidae,Ploima,NA,GMYC:40,NA,NA,italic(`,`)~(`,`),italic(`Keratella cochlearis`)~(`BOLD:AAZ5138`)~(`GMYC:40`)~(`north island`)~(`Turtle Lake`),(`,BOLD:AAZ5138,`)~(`,GMYC:40,`)~(`,Turtle Lake,`),(`BOLD:AAZ5138`)~(`GMYC:40`)~(`Turtle Lake`)
252,NZPLR107_11|Synchaeta_sp.,NZPLR107-11|Synchaeta_sp.,NZPLR107-11_Synchaeta-sp._Jubilee_Pond,NZPLR107-11,Synchaeta-sp.,Synchaeta sp.,Synchaeta,Synchaeta sp.,BOLD:AAZ9010,north island,Jubilee Pond,DS-NZROT,Synchaeta,Synchaetidae,Ploima,NA,GMYC:130,NA,NA,italic(`,`)~(`,`),italic(`Synchaeta sp.`)~(`BOLD:AAZ9010`)~(`GMYC:130`)~(`north island`)~(`Jubilee Pond`),(`,BOLD:AAZ9010,`)~(`,GMYC:130,`)~(`,Jubilee Pond,`),(`BOLD:AAZ9010`)~(`GMYC:130`)~(`Jubilee Pond`)
253,NZPLR108_11|Keratella_cochlearis,NZPLR108-11|Keratella_cochlearis,NZPLR108-11_Keratella-tecta_Jubilee_Pond,NZPLR108-11,Keratella-tecta,Keratella cochlearis,Keratella,Keratella cochlearis,BOLD:AAZ5138,north island,Jubilee Pond,DS-NZROT,Keratella,Brachionidae,Ploima,NA,GMYC:41,NA,NA,italic(`,`)~(`,`),italic(`Keratella cochlearis`)~(`BOLD:AAZ5138`)~(`GMYC:41`)~(`north island`)~(`Jubilee Pond`),(`,BOLD:AAZ5138,`)~(`,GMYC:41,`)~(`,Jubilee Pond,`),(`BOLD:AAZ5138`)~(`GMYC:41`)~(`Jubilee Pond`)
254,NZPLR109_11|Keratella_cochlearis,NZPLR109-11|Keratella_cochlearis,NZPLR109-11_Keratella-tecta_Jubilee_Pond,NZPLR109-11,Keratella-tecta,Keratella cochlearis,Keratella,Keratella cochlearis,BOLD:AAZ5138,north island,Jubilee Pond,DS-NZROT,Keratella,Brachionidae,Ploima,NA,GMYC:41,NA,NA,italic(`,`)~(`,`),italic(`Keratella cochlearis`)~(`BOLD:AAZ5138`)~(`GMYC:41`)~(`north island`)~(`Jubilee Pond`),(`,BOLD:AAZ5138,`)~(`,GMYC:41,`)~(`,Jubilee Pond,`),(`BOLD:AAZ5138`)~(`GMYC:41`)~(`Jubilee Pond`)
255,NZPLR111_11|Keratella_cochlearis,NZPLR111-11|Keratella_cochlearis,NZPLR111-11_Keratella-tecta_Jubilee_Pond,NZPLR111-11,Keratella-tecta,Keratella cochlearis,Keratella,Keratella cochlearis,BOLD:AAZ5138,north island,Jubilee Pond,DS-NZROT,Keratella,Brachionidae,Ploima,NA,GMYC:41,NA,NA,italic(`,`)~(`,`),italic(`Keratella cochlearis`)~(`BOLD:AAZ5138`)~(`GMYC:41`)~(`north island`)~(`Jubilee Pond`),(`,BOLD:AAZ5138,`)~(`,GMYC:41,`)~(`,Jubilee Pond,`),(`BOLD:AAZ5138`)~(`GMYC:41`)~(`Jubilee Pond`)
256,NZPLR114_11|Trichocerca_tenuior,NZPLR114-11|Trichocerca_tenuior,NZPLR114-11_Trichocerca-tenuior_Jubilee_Pond,NZPLR114-11,Trichocerca-tenuior,Trichocerca tenuior,Trichocerca,Trichocerca tenuior,BOLD:AAZ8314,north island,Jubilee Pond,DS-NZROT,Trichocerca,Trichocercidae,Ploima,NA,GMYC:94,NA,NA,italic(`,`)~(`,`),italic(`Trichocerca tenuior`)~(`BOLD:AAZ8314`)~(`GMYC:94`)~(`north island`)~(`Jubilee Pond`),(`,BOLD:AAZ8314,`)~(`,GMYC:94,`)~(`,Jubilee Pond,`),(`BOLD:AAZ8314`)~(`GMYC:94`)~(`Jubilee Pond`)
257,NZPLR176_12|Brachionus_angularis,NZPLR176-12|Brachionus_angularis,NZPLR176-12_Brachionus-angularis_Turtle_Lake,NZPLR176-12,Brachionus-angularis,Brachionus angularis,Brachionus,Brachionus angularis,BOLD:ABU8353,north island,Turtle Lake,DS-NZROT,Brachionus,Brachionidae,Ploima,NA,GMYC:20,NA,NA,italic(`,`)~(`,`),italic(`Brachionus angularis`)~(`BOLD:ABU8353`)~(`GMYC:20`)~(`north island`)~(`Turtle Lake`),(`,BOLD:ABU8353,`)~(`,GMYC:20,`)~(`,Turtle Lake,`),(`BOLD:ABU8353`)~(`GMYC:20`)~(`Turtle Lake`)
258,NZPLR177_12|Brachionus_quadridentatus,NZPLR177-12|Brachionus_quadridentatus,NZPLR177-12_Brachionus-quadridentatus_Turtle_Lake,NZPLR177-12,Brachionus-quadridentatus,Brachionus quadridentatus,Brachionus,Brachionus quadridentatus,BOLD:ABA7390,north island,Turtle Lake,DS-NZROT,Brachionus,Brachionidae,Ploima,NA,GMYC:16,NA,NA,italic(`,`)~(`,`),italic(`Brachionus quadridentatus`)~(`BOLD:ABA7390`)~(`GMYC:16`)~(`north island`)~(`Turtle Lake`),(`,BOLD:ABA7390,`)~(`,GMYC:16,`)~(`,Turtle Lake,`),(`BOLD:ABA7390`)~(`GMYC:16`)~(`Turtle Lake`)
259,NZPLR178_12|Keratella_procurva,NZPLR178-12|Keratella_procurva,NZPLR178-12_Keratella-procurva_Turtle_Lake,NZPLR178-12,Keratella-procurva,Keratella procurva,Keratella,Keratella procurva,BOLD:AAM5102,north island,Turtle Lake,DS-NZROT,Keratella,Brachionidae,Ploima,NA,GMYC:49,NA,NA,italic(`,`)~(`,`),italic(`Keratella procurva`)~(`BOLD:AAM5102`)~(`GMYC:49`)~(`north island`)~(`Turtle Lake`),(`,BOLD:AAM5102,`)~(`,GMYC:49,`)~(`,Turtle Lake,`),(`BOLD:AAM5102`)~(`GMYC:49`)~(`Turtle Lake`)
262,NZPLR181_12|Platyias_quadricornis,NZPLR181-12|Platyias_quadricornis,NZPLR181-12_Platyias-quadricornis_Turtle_Lake,NZPLR181-12,Platyias-quadricornis,Platyias quadricornis,Platyias,Platyias quadricornis,BOLD:AAN1828,north island,Turtle Lake,DS-NZROT,Platyias,Brachionidae,Ploima,NA,GMYC:15,NA,NA,italic(`,`)~(`,`),italic(`Platyias quadricornis`)~(`BOLD:AAN1828`)~(`GMYC:15`)~(`north island`)~(`Turtle Lake`),(`,BOLD:AAN1828,`)~(`,GMYC:15,`)~(`,Turtle Lake,`),(`BOLD:AAN1828`)~(`GMYC:15`)~(`Turtle Lake`)
263,NZPLR185_12|Synchaeta_oblonga,NZPLR185-12|Synchaeta_oblonga,NZPLR185-12_Synchaeta-oblonga_Turtle_Lake,NZPLR185-12,Synchaeta-oblonga,Synchaeta oblonga,Synchaeta,Synchaeta oblonga,BOLD:ACA2798,north island,Turtle Lake,DS-NZROT,Synchaeta,Synchaetidae,Ploima,NA,GMYC:53,NA,NA,italic(`,`)~(`,`),italic(`Synchaeta oblonga`)~(`BOLD:ACA2798`)~(`GMYC:53`)~(`north island`)~(`Turtle Lake`),(`,BOLD:ACA2798,`)~(`,GMYC:53,`)~(`,Turtle Lake,`),(`BOLD:ACA2798`)~(`GMYC:53`)~(`Turtle Lake`)
264,NZPLR186_12|Synchaeta_oblonga,NZPLR186-12|Synchaeta_oblonga,NZPLR186-12_Synchaeta-oblonga_Turtle_Lake,NZPLR186-12,Synchaeta-oblonga,Synchaeta oblonga,Synchaeta,Synchaeta oblonga,BOLD:ACA2798,north island,Turtle Lake,DS-NZROT,Synchaeta,Synchaetidae,Ploima,NA,GMYC:53,NA,NA,italic(`,`)~(`,`),italic(`Synchaeta oblonga`)~(`BOLD:ACA2798`)~(`GMYC:53`)~(`north island`)~(`Turtle Lake`),(`,BOLD:ACA2798,`)~(`,GMYC:53,`)~(`,Turtle Lake,`),(`BOLD:ACA2798`)~(`GMYC:53`)~(`Turtle Lake`)
265,NZPLR187_12|Squatinella_mutica,NZPLR187-12|Squatinella_mutica,NZPLR187-12_Squatinella-mutica_Experimental_Ponds,NZPLR187-12,Squatinella-mutica,Squatinella mutica,Squatinella,Squatinella mutica,BOLD:ABV0111,north island,Experimental Ponds,DS-NZROT,Squatinella,Lepadellidae,Ploima,NA,GMYC:10,NA,NA,italic(`,`)~(`,`),italic(`Squatinella mutica`)~(`BOLD:ABV0111`)~(`GMYC:10`)~(`north island`)~(`Experimental Ponds`),(`,BOLD:ABV0111,`)~(`,GMYC:10,`)~(`,Experimental Ponds,`),(`BOLD:ABV0111`)~(`GMYC:10`)~(`Experimental Ponds`)
266,NZPLR188_12|Squatinella_mutica,NZPLR188-12|Squatinella_mutica,NZPLR188-12_Squatinella-mutica_Experimental_Ponds,NZPLR188-12,Squatinella-mutica,Squatinella mutica,Squatinella,Squatinella mutica,BOLD:ABV0111,north island,Experimental Ponds,DS-NZROT,Squatinella,Lepadellidae,Ploima,NA,GMYC:10,NA,NA,italic(`,`)~(`,`),italic(`Squatinella mutica`)~(`BOLD:ABV0111`)~(`GMYC:10`)~(`north island`)~(`Experimental Ponds`),(`,BOLD:ABV0111,`)~(`,GMYC:10,`)~(`,Experimental Ponds,`),(`BOLD:ABV0111`)~(`GMYC:10`)~(`Experimental Ponds`)
267,NZPLR190_12|Lepadella_cf._ovalis,NZPLR190-12|Lepadella_cf._ovalis,NZPLR190-12_Lepadella-cf._ovalis_Experimental_Ponds,NZPLR190-12,Lepadella-cf. ovalis,Lepadella cf. ovalis,Lepadella,Lepadella cf. ovalis,BOLD:ACA3261,north island,Experimental Ponds,DS-NZROT,Lepadella,Lepadellidae,Ploima,NA,GMYC:99,NA,NA,italic(`,`)~(`,`),italic(`Lepadella cf. ovalis`)~(`BOLD:ACA3261`)~(`GMYC:99`)~(`north island`)~(`Experimental Ponds`),(`,BOLD:ACA3261,`)~(`,GMYC:99,`)~(`,Experimental Ponds,`),(`BOLD:ACA3261`)~(`GMYC:99`)~(`Experimental Ponds`)
268,NZPLR192_12|Lecane_lunaris,NZPLR192-12|Lecane_lunaris,NZPLR192-12_Lecane-lunaris_Chapel_Lake,NZPLR192-12,Lecane-lunaris,Lecane lunaris,Lecane,Lecane lunaris,BOLD:ACA2793,north island,Chapel Lake,DS-NZROT,Lecane,Lecanidae,Ploima,NA,GMYC:106,NA,NA,italic(`,`)~(`,`),italic(`Lecane lunaris`)~(`BOLD:ACA2793`)~(`GMYC:106`)~(`north island`)~(`Chapel Lake`),(`,BOLD:ACA2793,`)~(`,GMYC:106,`)~(`,Chapel Lake,`),(`BOLD:ACA2793`)~(`GMYC:106`)~(`Chapel Lake`)
269,NZPLR193_12|Lecane_bulla,NZPLR193-12|Lecane_bulla,NZPLR193-12_Lecane-bulla_Chapel_Lake,NZPLR193-12,Lecane-bulla,Lecane bulla,Lecane,Lecane bulla,BOLD:ACA3088,north island,Chapel Lake,DS-NZROT,Lecane,Lecanidae,Ploima,NA,GMYC:51,NA,NA,italic(`,`)~(`,`),italic(`Lecane bulla`)~(`BOLD:ACA3088`)~(`GMYC:51`)~(`north island`)~(`Chapel Lake`),(`,BOLD:ACA3088,`)~(`,GMYC:51,`)~(`,Chapel Lake,`),(`BOLD:ACA3088`)~(`GMYC:51`)~(`Chapel Lake`)
270,NZPLR194_12|Lecane_bulla,NZPLR194-12|Lecane_bulla,NZPLR194-12_Lecane-bulla_Chapel_Lake,NZPLR194-12,Lecane-bulla,Lecane bulla,Lecane,Lecane bulla,BOLD:ACA3088,north island,Chapel Lake,DS-NZROT,Lecane,Lecanidae,Ploima,NA,GMYC:51,NA,NA,italic(`,`)~(`,`),italic(`Lecane bulla`)~(`BOLD:ACA3088`)~(`GMYC:51`)~(`north island`)~(`Chapel Lake`),(`,BOLD:ACA3088,`)~(`,GMYC:51,`)~(`,Chapel Lake,`),(`BOLD:ACA3088`)~(`GMYC:51`)~(`Chapel Lake`)
271,NZPLR195_12|Lecane_bulla,NZPLR195-12|Lecane_bulla,NZPLR195-12_Lecane-bulla_Chapel_Lake,NZPLR195-12,Lecane-bulla,Lecane bulla,Lecane,Lecane bulla,BOLD:ACA3088,north island,Chapel Lake,DS-NZROT,Lecane,Lecanidae,Ploima,NA,GMYC:51,NA,NA,italic(`,`)~(`,`),italic(`Lecane bulla`)~(`BOLD:ACA3088`)~(`GMYC:51`)~(`north island`)~(`Chapel Lake`),(`,BOLD:ACA3088,`)~(`,GMYC:51,`)~(`,Chapel Lake,`),(`BOLD:ACA3088`)~(`GMYC:51`)~(`Chapel Lake`)
272,NZPLR196_12|Trichocerca_similis,NZPLR196-12|Trichocerca_similis,NZPLR196-12_Trichocerca-similis_Chapel_Lake,NZPLR196-12,Trichocerca-similis,Trichocerca similis,Trichocerca,Trichocerca similis,BOLD:ACA2867,north island,Chapel Lake,DS-NZROT,Trichocerca,Trichocercidae,Ploima,NA,GMYC:80,NA,NA,italic(`,`)~(`,`),italic(`Trichocerca similis`)~(`BOLD:ACA2867`)~(`GMYC:80`)~(`north island`)~(`Chapel Lake`),(`,BOLD:ACA2867,`)~(`,GMYC:80,`)~(`,Chapel Lake,`),(`BOLD:ACA2867`)~(`GMYC:80`)~(`Chapel Lake`)
273,NZPLR197_12|Polyarthra_dolichoptera,NZPLR197-12|Polyarthra_dolichoptera,NZPLR197-12_Polyarthra-dolichoptera_Chapel_Lake,NZPLR197-12,Polyarthra-dolichoptera,Polyarthra dolichoptera,Polyarthra,Polyarthra dolichoptera,BOLD:ACA3159,north island,Chapel Lake,DS-NZROT,Polyarthra,Synchaetidae,Ploima,NA,GMYC:2,NA,NA,italic(`,`)~(`,`),italic(`Polyarthra dolichoptera`)~(`BOLD:ACA3159`)~(`GMYC:2`)~(`north island`)~(`Chapel Lake`),(`,BOLD:ACA3159,`)~(`,GMYC:2,`)~(`,Chapel Lake,`),(`BOLD:ACA3159`)~(`GMYC:2`)~(`Chapel Lake`)
274,NZPLR198_12|Polyarthra_dolichoptera,NZPLR198-12|Polyarthra_dolichoptera,NZPLR198-12_Polyarthra-dolichoptera_Chapel_Lake,NZPLR198-12,Polyarthra-dolichoptera,Polyarthra dolichoptera,Polyarthra,Polyarthra dolichoptera,BOLD:ACA3159,north island,Chapel Lake,DS-NZROT,Polyarthra,Synchaetidae,Ploima,NA,GMYC:2,NA,NA,italic(`,`)~(`,`),italic(`Polyarthra dolichoptera`)~(`BOLD:ACA3159`)~(`GMYC:2`)~(`north island`)~(`Chapel Lake`),(`,BOLD:ACA3159,`)~(`,GMYC:2,`)~(`,Chapel Lake,`),(`BOLD:ACA3159`)~(`GMYC:2`)~(`Chapel Lake`)
275,NZPLR199_12|Brachionus_angularis,NZPLR199-12|Brachionus_angularis,NZPLR199-12_Brachionus-angularis_Knighton_Lake,NZPLR199-12,Brachionus-angularis,Brachionus angularis,Brachionus,Brachionus angularis,BOLD:AAZ3874,north island,Knighton Lake,DS-NZROT,Brachionus,Brachionidae,Ploima,NA,GMYC:21,NA,NA,italic(`,`)~(`,`),italic(`Brachionus angularis`)~(`BOLD:AAZ3874`)~(`GMYC:21`)~(`north island`)~(`Knighton Lake`),(`,BOLD:AAZ3874,`)~(`,GMYC:21,`)~(`,Knighton Lake,`),(`BOLD:AAZ3874`)~(`GMYC:21`)~(`Knighton Lake`)
276,NZPLR200_12|Brachionus_angularis,NZPLR200-12|Brachionus_angularis,NZPLR200-12_Brachionus-angularis_Knighton_Lake,NZPLR200-12,Brachionus-angularis,Brachionus angularis,Brachionus,Brachionus angularis,BOLD:AAZ3874,north island,Knighton Lake,DS-NZROT,Brachionus,Brachionidae,Ploima,NA,GMYC:21,NA,NA,italic(`,`)~(`,`),italic(`Brachionus angularis`)~(`BOLD:AAZ3874`)~(`GMYC:21`)~(`north island`)~(`Knighton Lake`),(`,BOLD:AAZ3874,`)~(`,GMYC:21,`)~(`,Knighton Lake,`),(`BOLD:AAZ3874`)~(`GMYC:21`)~(`Knighton Lake`)
277,NZPLR201_12|Filinia_cf._terminalis,NZPLR201-12|Filinia_cf._terminalis,NZPLR201-12_Filinia-cf._terminalis_Knighton_Lake,NZPLR201-12,Filinia-cf. terminalis,Filinia cf. terminalis,Filinia,Filinia cf. terminalis,BOLD:ACA2813,north island,Knighton Lake,DS-NZROT,Filinia,Filiniidae,Flosculariacea,NA,GMYC:67,NA,NA,italic(`,`)~(`,`),italic(`Filinia cf. terminalis`)~(`BOLD:ACA2813`)~(`GMYC:67`)~(`north island`)~(`Knighton Lake`),(`,BOLD:ACA2813,`)~(`,GMYC:67,`)~(`,Knighton Lake,`),(`BOLD:ACA2813`)~(`GMYC:67`)~(`Knighton Lake`)
278,NZPLR202_12|Filinia_cf._terminalis,NZPLR202-12|Filinia_cf._terminalis,NZPLR202-12_Filinia-cf._terminalis_Knighton_Lake,NZPLR202-12,Filinia-cf. terminalis,Filinia cf. terminalis,Filinia,Filinia cf. terminalis,BOLD:ACA2813,north island,Knighton Lake,DS-NZROT,Filinia,Filiniidae,Flosculariacea,NA,GMYC:67,NA,NA,italic(`,`)~(`,`),italic(`Filinia cf. terminalis`)~(`BOLD:ACA2813`)~(`GMYC:67`)~(`north island`)~(`Knighton Lake`),(`,BOLD:ACA2813,`)~(`,GMYC:67,`)~(`,Knighton Lake,`),(`BOLD:ACA2813`)~(`GMYC:67`)~(`Knighton Lake`)
279,NZPLR205_12|Euchlanis_cf._deflexa,NZPLR205-12|Euchlanis_cf._deflexa,NZPLR205-12_Euchlanis-cf._deflexa_Kahikatea_Pond,NZPLR205-12,Euchlanis-cf. deflexa,Euchlanis cf. deflexa,Euchlanis,Euchlanis cf. deflexa,BOLD:ACA2873,north island,Kahikatea Pond,DS-NZROT,Euchlanis,Euchlanidae,Ploima,NA,GMYC:36,NA,NA,italic(`,`)~(`,`),italic(`Euchlanis cf. deflexa`)~(`BOLD:ACA2873`)~(`GMYC:36`)~(`north island`)~(`Kahikatea Pond`),(`,BOLD:ACA2873,`)~(`,GMYC:36,`)~(`,Kahikatea Pond,`),(`BOLD:ACA2873`)~(`GMYC:36`)~(`Kahikatea Pond`)
280,NZPLR206_12|Euchlanis_cf._deflexa,NZPLR206-12|Euchlanis_cf._deflexa,NZPLR206-12_Euchlanis-cf._deflexa_Kahikatea_Pond,NZPLR206-12,Euchlanis-cf. deflexa,Euchlanis cf. deflexa,Euchlanis,Euchlanis cf. deflexa,BOLD:ACA2873,north island,Kahikatea Pond,DS-NZROT,Euchlanis,Euchlanidae,Ploima,NA,GMYC:36,NA,NA,italic(`,`)~(`,`),italic(`Euchlanis cf. deflexa`)~(`BOLD:ACA2873`)~(`GMYC:36`)~(`north island`)~(`Kahikatea Pond`),(`,BOLD:ACA2873,`)~(`,GMYC:36,`)~(`,Kahikatea Pond,`),(`BOLD:ACA2873`)~(`GMYC:36`)~(`Kahikatea Pond`)
281,NZPLR208_12|Synchaeta_pectinata,NZPLR208-12|Synchaeta_pectinata,NZPLR208-12_Synchaeta-pectinata_Lake_Okataina,NZPLR208-12,Synchaeta-pectinata,Synchaeta pectinata,Synchaeta,Synchaeta pectinata,BOLD:ACB9845,north island,Lake Okataina,DS-NZROT,Synchaeta,Synchaetidae,Ploima,NA,GMYC:134,NA,NA,italic(`,`)~(`,`),italic(`Synchaeta pectinata`)~(`BOLD:ACB9845`)~(`GMYC:134`)~(`north island`)~(`Lake Okataina`),(`,BOLD:ACB9845,`)~(`,GMYC:134,`)~(`,Lake Okataina,`),(`BOLD:ACB9845`)~(`GMYC:134`)~(`Lake Okataina`)
282,NZPLR209_12|Asplanchna_priodonta,NZPLR209-12|Asplanchna_priodonta,NZPLR209-12_Asplanchna-priodonta_Lake_Rotoma,NZPLR209-12,Asplanchna-priodonta,Asplanchna priodonta,Asplanchna,Asplanchna priodonta,BOLD:AAZ3168,north island,Lake Rotoma,DS-NZROT,Asplanchna,Asplanchnidae,Ploima,NA,GMYC:62,NA,NA,italic(`,`)~(`,`),italic(`Asplanchna priodonta`)~(`BOLD:AAZ3168`)~(`GMYC:62`)~(`north island`)~(`Lake Rotoma`),(`,BOLD:AAZ3168,`)~(`,GMYC:62,`)~(`,Lake Rotoma,`),(`BOLD:AAZ3168`)~(`GMYC:62`)~(`Lake Rotoma`)
